instance,tw,detkdecomp
hypergraphs_rand-3-28-28-93-632-05.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-06.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-07.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-08.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-09.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-10.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-11.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-12.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-13.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-14.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-15.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-16.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-17.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-18.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-19.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-20.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-21.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-22.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-23.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-24.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-25.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-26.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-27.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-28.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-29.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-30.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-31.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-32.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-33.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-34.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-35.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-36.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-37.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-38.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-39.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-40.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-41.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-42.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-43.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-44.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-45.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-46.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-47.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-48.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-49.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632-50.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-01.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-02.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-03.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-04.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-05.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-06.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-07.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-08.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-09.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-10.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-11.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-12.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-13.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-14.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-15.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-16.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-17.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-18.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-19.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-20.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-21.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-22.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-23.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-24.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-25.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-26.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-27.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-28.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-29.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-30.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-31.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-32.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-33.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-34.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-35.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-36.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-37.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-38.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-39.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-40.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-41.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-42.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-43.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-44.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-45.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-46.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-47.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-48.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-49.xml.hg,-1,TO
hypergraphs_rand-3-28-28-93-632f-50.xml.hg,-1,TO
hypergraphs_rand-5-10-10-15-08-0.xml.hg,2,0.25
hypergraphs_rand-5-10-10-15-08-1.xml.hg,2,0.13
hypergraphs_rand-5-10-10-15-08-2.xml.hg,2,0.25
hypergraphs_rand-5-10-10-15-08-3.xml.hg,3,0.25
hypergraphs_rand-5-10-10-15-08-4.xml.hg,2,0.2
hypergraphs_rand-5-10-10-15-08-5.xml.hg,3,0.27
hypergraphs_rand-5-10-10-15-08-6.xml.hg,2,0.13
hypergraphs_rand-5-10-10-15-08-7.xml.hg,2,0.2
hypergraphs_rand-5-10-10-15-08-8.xml.hg,2,0.21
hypergraphs_rand-5-10-10-15-08-9.xml.hg,3,0.28
hypergraphs_rand-5-2X-05c-01.xml.hg,3,51.78
hypergraphs_rand-5-2X-05c-02.xml.hg,3,45.9
hypergraphs_rand-5-2X-05c-04.xml.hg,3,55.98
hypergraphs_rand-5-2X-05c-06.xml.hg,3,50.85
hypergraphs_rand-5-2X-05c-07.xml.hg,3,51.61
hypergraphs_rand-5-2X-05c-08.xml.hg,3,56.29
hypergraphs_rand-5-2X-05c-10.xml.hg,3,66.09
hypergraphs_rand-5-2X-05c-11.xml.hg,3,73.29
hypergraphs_rand-5-2X-05c-12.xml.hg,3,39.55
hypergraphs_rand-5-2X-05c-14.xml.hg,3,29.13
hypergraphs_rand-5-2X-05c-16.xml.hg,3,42.51
hypergraphs_rand-5-2X-05c-17.xml.hg,3,54.6
hypergraphs_rand-5-2X-05c-18.xml.hg,3,61.64
hypergraphs_rand-5-2X-05c-20.xml.hg,3,50.68
hypergraphs_rand-5-2X-05c-21.xml.hg,3,49.05
hypergraphs_rand-5-2X-05c-25.xml.hg,3,75.41
hypergraphs_rand-5-2X-05c-28.xml.hg,3,44.71
hypergraphs_rand-5-2X-05c-30.xml.hg,3,59.75
hypergraphs_rand-5-2X-05c-31.xml.hg,3,54.76
hypergraphs_rand-5-2X-05c-32.xml.hg,3,69.52
hypergraphs_rand-5-2X-05c-33.xml.hg,3,66.96
hypergraphs_rand-5-2X-05c-34.xml.hg,3,63.82
hypergraphs_rand-5-2X-05c-38.xml.hg,3,51.18
hypergraphs_rand-5-2X-05c-39.xml.hg,3,60.61
hypergraphs_rand-5-2X-05c-40.xml.hg,3,63.15
hypergraphs_rand-5-2X-05c-47.xml.hg,3,31.78
hypergraphs_rand-5-2X-05c-48.xml.hg,3,70.51
hypergraphs_rand-5-2X-05c-50.xml.hg,3,67.08
hypergraphs_rand-5-4X-05c-02.xml.hg,3,65.06
hypergraphs_rand-5-4X-05c-03.xml.hg,3,80.2
hypergraphs_rand-5-4X-05c-04.xml.hg,3,74.46
hypergraphs_rand-5-4X-05c-05.xml.hg,3,39.74
hypergraphs_rand-5-4X-05c-07.xml.hg,3,45.36
hypergraphs_rand-5-4X-05c-11.xml.hg,3,70.39
hypergraphs_rand-5-4X-05c-13.xml.hg,3,72.24
hypergraphs_rand-5-4X-05c-16.xml.hg,3,43.7
hypergraphs_rand-5-4X-05c-19.xml.hg,3,78.76
hypergraphs_rand-5-4X-05c-20.xml.hg,3,70.98
hypergraphs_rand-5-4X-05c-21.xml.hg,3,77.46
hypergraphs_rand-5-4X-05c-23.xml.hg,3,70.14
hypergraphs_rand-5-4X-05c-24.xml.hg,3,53.33
hypergraphs_rand-5-4X-05c-25.xml.hg,3,52.63
hypergraphs_rand-5-4X-05c-26.xml.hg,3,51.05
hypergraphs_rand-5-4X-05c-28.xml.hg,3,74.88
hypergraphs_rand-5-4X-05c-32.xml.hg,3,39.97
hypergraphs_rand-5-4X-05c-33.xml.hg,3,47.91
hypergraphs_rand-5-4X-05c-34.xml.hg,3,58.11
hypergraphs_rand-5-4X-05c-38.xml.hg,3,67.71
hypergraphs_rand-5-4X-05c-39.xml.hg,3,59.33
hypergraphs_rand-5-4X-05c-41.xml.hg,3,65.22
hypergraphs_rand-5-4X-05c-42.xml.hg,3,69.4
hypergraphs_rand-5-4X-05c-44.xml.hg,3,48.47
hypergraphs_rand-5-4X-05c-46.xml.hg,3,45.0
hypergraphs_rand-5-4X-05c-48.xml.hg,3,43.72
hypergraphs_rand-5-4X-05c-49.xml.hg,3,60.6
hypergraphs_rand-5-8X-05c-01.xml.hg,3,29.28
hypergraphs_rand-5-8X-05c-02.xml.hg,3,55.11
hypergraphs_rand-5-8X-05c-03.xml.hg,3,70.21
hypergraphs_rand-5-8X-05c-05.xml.hg,3,65.31
hypergraphs_rand-5-8X-05c-06.xml.hg,3,45.39
hypergraphs_rand-5-8X-05c-07.xml.hg,3,63.76
hypergraphs_rand-5-8X-05c-13.xml.hg,3,71.65
hypergraphs_rand-5-8X-05c-16.xml.hg,3,65.63
hypergraphs_rand-5-8X-05c-17.xml.hg,3,42.43
hypergraphs_rand-5-8X-05c-19.xml.hg,3,41.05
hypergraphs_rand-5-8X-05c-22.xml.hg,3,50.94
hypergraphs_rand-5-8X-05c-23.xml.hg,3,34.74
hypergraphs_rand-5-8X-05c-24.xml.hg,3,50.18
hypergraphs_rand-5-8X-05c-25.xml.hg,3,37.78
hypergraphs_rand-5-8X-05c-26.xml.hg,3,46.7
hypergraphs_rand-5-8X-05c-27.xml.hg,3,58.47
hypergraphs_rand-5-8X-05c-28.xml.hg,3,49.4
hypergraphs_rand-5-8X-05c-29.xml.hg,3,56.29
hypergraphs_rand-5-8X-05c-30.xml.hg,3,49.6
hypergraphs_rand-5-8X-05c-31.xml.hg,3,73.68
hypergraphs_rand-5-8X-05c-33.xml.hg,3,47.22
hypergraphs_rand-5-8X-05c-36.xml.hg,3,50.96
hypergraphs_rand-5-8X-05c-37.xml.hg,3,39.7
hypergraphs_rand-5-8X-05c-39.xml.hg,3,52.84
hypergraphs_rand-5-8X-05c-40.xml.hg,3,71.99
hypergraphs_rand-5-8X-05c-41.xml.hg,3,59.24
hypergraphs_rand-5-8X-05c-42.xml.hg,3,63.06
hypergraphs_rand-5-8X-05c-44.xml.hg,3,58.44
hypergraphs_rand-5-8X-05c-47.xml.hg,3,55.04
hypergraphs_rand-7-40-8-40-02500-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-02500-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-05000-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-07500-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-10000-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-12500-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-15000-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-17500-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-20000-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-22500-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-25000-9.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-0.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-1.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-2.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-3.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-4.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-5.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-6.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-7.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-8.xml.hg,-1,TO
hypergraphs_rand-7-40-8-40-30000-9.xml.hg,-1,TO
hypergraphs_rand-8-20-5-18-800-01.xml.hg,3,0.39
hypergraphs_rand-8-20-5-18-800-02.xml.hg,3,0.29
hypergraphs_rand-8-20-5-18-800-03.xml.hg,3,0.29
hypergraphs_rand-8-20-5-18-800-04.xml.hg,4,1.22
hypergraphs_rand-8-20-5-18-800-05.xml.hg,3,0.42
hypergraphs_rand-8-20-5-18-800-06.xml.hg,3,0.36
hypergraphs_rand-8-20-5-18-800-07.xml.hg,3,0.37
hypergraphs_rand-8-20-5-18-800-08.xml.hg,3,0.33
hypergraphs_rand-8-20-5-18-800-09.xml.hg,3,0.32
hypergraphs_rand-8-20-5-18-800-10.xml.hg,3,0.3
hypergraphs_rand-8-20-5-18-800-11.xml.hg,3,0.3
hypergraphs_rand-8-20-5-18-800-12.xml.hg,3,0.45
hypergraphs_rand-8-20-5-18-800-13.xml.hg,3,0.34
hypergraphs_rand-8-20-5-18-800-14.xml.hg,3,0.77
hypergraphs_rand-8-20-5-18-800-15.xml.hg,3,0.78
hypergraphs_rand-8-20-5-18-800-16.xml.hg,3,0.77
hypergraphs_rand-8-20-5-18-800-17.xml.hg,3,0.76
hypergraphs_rand-8-20-5-18-800-18.xml.hg,3,0.38
hypergraphs_rand-8-20-5-18-800-19.xml.hg,3,0.37
hypergraphs_rand-8-20-5-18-800-20.xml.hg,3,0.4
hypergraphs_rand_q0001.hg,2,0.38
hypergraphs_rand_q0002.hg,1,0.36
hypergraphs_rand_q0003.hg,-1,TO
hypergraphs_rand_q0004.hg,3,0.64
hypergraphs_rand_q0005.hg,-1,TO
hypergraphs_rand_q0006.hg,5,215.98
hypergraphs_rand_q0007.hg,1,0.44
hypergraphs_rand_q0008.hg,-1,TO
hypergraphs_rand_q0009.hg,-1,TO
hypergraphs_rand_q0010.hg,-1,TO
hypergraphs_rand_q0011.hg,3,0.44
hypergraphs_rand_q0012.hg,1,0.25
hypergraphs_rand_q0013.hg,4,0.39
hypergraphs_rand_q0014.hg,-1,TO
hypergraphs_rand_q0015.hg,-1,TO
hypergraphs_rand_q0016.hg,3,0.26
hypergraphs_rand_q0017.hg,-1,TO
hypergraphs_rand_q0018.hg,3,0.27
hypergraphs_rand_q0019.hg,5,0.69
hypergraphs_rand_q0020.hg,-1,TO
hypergraphs_rand_q0021.hg,2,0.25
hypergraphs_rand_q0022.hg,2,0.29
hypergraphs_rand_q0023.hg,-1,TO
hypergraphs_rand_q0024.hg,7,339.73
hypergraphs_rand_q0025.hg,5,45.24
hypergraphs_rand_q0026.hg,4,6.85
hypergraphs_rand_q0027.hg,-1,TO
hypergraphs_rand_q0028.hg,-1,TO
hypergraphs_rand_q0029.hg,-1,TO
hypergraphs_rand_q0030.hg,-1,TO
hypergraphs_rand_q0031.hg,4,0.36
hypergraphs_rand_q0032.hg,2,0.26
hypergraphs_rand_q0033.hg,-1,TO
hypergraphs_rand_q0034.hg,4,12.77
hypergraphs_rand_q0035.hg,3,0.58
hypergraphs_rand_q0036.hg,4,0.59
hypergraphs_rand_q0037.hg,3,0.27
hypergraphs_rand_q0038.hg,4,296.19
hypergraphs_rand_q0039.hg,4,42.67
hypergraphs_rand_q0040.hg,3,0.24
hypergraphs_rand_q0041.hg,5,17.74
hypergraphs_rand_q0042.hg,5,2.1
hypergraphs_rand_q0043.hg,-1,TO
hypergraphs_rand_q0044.hg,-1,TO
hypergraphs_rand_q0045.hg,2,0.24
hypergraphs_rand_q0046.hg,5,1039.31
hypergraphs_rand_q0047.hg,-1,TO
hypergraphs_rand_q0048.hg,4,5.02
hypergraphs_rand_q0049.hg,-1,TO
hypergraphs_rand_q0050.hg,4,11.57
hypergraphs_rand_q0051.hg,4,232.38
hypergraphs_rand_q0052.hg,3,0.37
hypergraphs_rand_q0053.hg,2,0.31
hypergraphs_rand_q0054.hg,-1,TO
hypergraphs_rand_q0055.hg,-1,TO
hypergraphs_rand_q0056.hg,4,38.45
hypergraphs_rand_q0057.hg,-1,TO
hypergraphs_rand_q0058.hg,-1,TO
hypergraphs_rand_q0059.hg,5,52.34
hypergraphs_rand_q0060.hg,5,0.48
hypergraphs_rand_q0061.hg,5,2.29
hypergraphs_rand_q0062.hg,4,41.72
hypergraphs_rand_q0063.hg,6,186.91
hypergraphs_rand_q0064.hg,3,0.3
hypergraphs_rand_q0065.hg,-1,TO
hypergraphs_rand_q0066.hg,6,218.56
hypergraphs_rand_q0067.hg,4,19.03
hypergraphs_rand_q0068.hg,-1,TO
hypergraphs_rand_q0069.hg,5,5.43
hypergraphs_rand_q0070.hg,6,355.32
hypergraphs_rand_q0071.hg,3,0.26
hypergraphs_rand_q0072.hg,2,0.25
hypergraphs_rand_q0073.hg,6,83.21
hypergraphs_rand_q0074.hg,4,1.48
hypergraphs_rand_q0075.hg,-1,TO
hypergraphs_rand_q0076.hg,3,0.26
hypergraphs_rand_q0077.hg,-1,TO
hypergraphs_rand_q0078.hg,4,0.34
hypergraphs_rand_q0079.hg,2,0.2
hypergraphs_rand_q0080.hg,3,0.29
hypergraphs_rand_q0081.hg,5,2.9
hypergraphs_rand_q0082.hg,7,564.21
hypergraphs_rand_q0083.hg,-1,TO
hypergraphs_rand_q0084.hg,-1,TO
hypergraphs_rand_q0085.hg,-1,TO
hypergraphs_rand_q0086.hg,6,2497.62
hypergraphs_rand_q0087.hg,6,11.51
hypergraphs_rand_q0088.hg,-1,TO
hypergraphs_rand_q0089.hg,-1,TO
hypergraphs_rand_q0090.hg,2,0.4
hypergraphs_rand_q0091.hg,5,10.73
hypergraphs_rand_q0092.hg,2,0.24
hypergraphs_rand_q0093.hg,-1,TO
hypergraphs_rand_q0094.hg,2,0.23
hypergraphs_rand_q0095.hg,7,226.82
hypergraphs_rand_q0096.hg,2,0.15
hypergraphs_rand_q0097.hg,-1,TO
hypergraphs_rand_q0098.hg,5,49.12
hypergraphs_rand_q0099.hg,5,673.5
hypergraphs_rand_q0100.hg,4,0.35
hypergraphs_rand_q0101.hg,4,14.82
hypergraphs_rand_q0102.hg,2,0.25
hypergraphs_rand_q0103.hg,-1,TO
hypergraphs_rand_q0104.hg,-1,TO
hypergraphs_rand_q0105.hg,-1,TO
hypergraphs_rand_q0106.hg,6,5.72
hypergraphs_rand_q0107.hg,-1,TO
hypergraphs_rand_q0108.hg,6,5.65
hypergraphs_rand_q0109.hg,1,0.24
hypergraphs_rand_q0110.hg,7,982.89
hypergraphs_rand_q0111.hg,4,0.16
hypergraphs_rand_q0112.hg,3,0.16
hypergraphs_rand_q0113.hg,-1,TO
hypergraphs_rand_q0114.hg,-1,TO
hypergraphs_rand_q0115.hg,3,0.66
hypergraphs_rand_q0116.hg,4,0.33
hypergraphs_rand_q0117.hg,-1,TO
hypergraphs_rand_q0118.hg,3,0.45
hypergraphs_rand_q0119.hg,-1,TO
hypergraphs_rand_q0120.hg,2,0.26
hypergraphs_rand_q0121.hg,1,0.22
hypergraphs_rand_q0122.hg,4,1.74
hypergraphs_rand_q0123.hg,4,1.21
hypergraphs_rand_q0124.hg,2,0.27
hypergraphs_rand_q0125.hg,3,0.16
hypergraphs_rand_q0126.hg,3,0.56
hypergraphs_rand_q0127.hg,4,0.31
hypergraphs_rand_q0128.hg,1,0.25
hypergraphs_rand_q0129.hg,3,0.29
hypergraphs_rand_q0130.hg,4,2.59
hypergraphs_rand_q0131.hg,2,0.24
hypergraphs_rand_q0132.hg,2,0.26
hypergraphs_rand_q0133.hg,2,0.15
hypergraphs_rand_q0134.hg,4,0.31
hypergraphs_rand_q0135.hg,3,0.31
