instance,char_rem,n,kn,time,phase,minseps,pmcs
phylogeny_ms_exp2_100_4_2.000000_4.phy,19,300,207,0.27,4,50,167
phylogeny_ms_exp2_100_4_4.000000_0.phy,34,328,191,0.48,4,125,473
phylogeny_ms_exp2_100_4_4.000000_1.phy,40,307,236,0.9,4,209,877
phylogeny_ms_exp2_100_4_4.000000_2.phy,46,314,220,1.16,4,208,836
phylogeny_ms_exp2_100_4_4.000000_3.phy,46,330,230,1.97,4,313,1285
phylogeny_ms_exp2_100_4_4.000000_4.phy,49,326,221,1.59,4,215,937
phylogeny_ms_exp2_150_10_0.000000_0.phy,0,1105,595,2.21,4,151,662
phylogeny_ms_exp2_150_10_0.000000_1.phy,0,976,474,1.02,4,43,101
phylogeny_ms_exp2_150_10_0.000000_2.phy,0,1065,0,0.55,1,0,0
phylogeny_ms_exp2_150_10_0.000000_3.phy,0,992,421,1.02,4,99,354
phylogeny_ms_exp2_150_10_0.000000_4.phy,0,965,342,0.84,4,62,152
phylogeny_ms_exp2_150_10_1.000000_0.phy,11,883,242,0.67,4,20,52
phylogeny_ms_exp2_150_10_1.000000_1.phy,1,938,489,1.3,4,105,413
phylogeny_ms_exp2_150_10_1.000000_2.phy,21,999,512,4.34,4,409,2501
phylogeny_ms_exp2_150_10_1.000000_3.phy,42,1041,617,5.58,4,301,1390
phylogeny_ms_exp2_150_10_1.000000_4.phy,24,999,615,3.02,4,209,854
phylogeny_ms_exp2_150_10_2.000000_0.phy,73,1096,464,97.14,4,2668,24983
phylogeny_ms_exp2_150_10_2.000000_1.phy,17,1032,463,2.09,4,277,1604
phylogeny_ms_exp2_150_10_2.000000_2.phy,85,951,674,228.96,4,3593,30258
phylogeny_ms_exp2_150_10_2.000000_3.phy,42,1048,621,10.2,4,684,4282
phylogeny_ms_exp2_150_10_2.000000_4.phy,67,924,550,19.18,4,834,6116
phylogeny_ms_exp2_150_10_4.000000_0.phy,98,1114,747,2674.2,4,15002,177723
phylogeny_ms_exp2_150_10_4.000000_1.phy,-1,969,648,TO,4,43585,749383
phylogeny_ms_exp2_150_10_4.000000_2.phy,32,1039,622,7.35,4,446,2561
phylogeny_ms_exp2_150_10_4.000000_3.phy,54,951,473,2.31,4,226,965
phylogeny_ms_exp2_150_10_4.000000_4.phy,36,1052,568,8.31,4,565,3553
phylogeny_ms_exp2_150_20_0.000000_0.phy,0,1590,645,3.78,4,266,1269
phylogeny_ms_exp2_150_20_0.000000_1.phy,0,1381,462,1.25,4,82,253
phylogeny_ms_exp2_150_20_0.000000_2.phy,0,1815,1072,123.13000000000001,4,2483,24560
phylogeny_ms_exp2_150_20_0.000000_3.phy,0,1683,732,9.58,4,652,3600
phylogeny_ms_exp2_150_20_0.000000_4.phy,0,1480,252,0.7,4,50,156
phylogeny_ms_exp2_150_20_1.000000_0.phy,26,1459,894,16.01,4,542,3674
phylogeny_ms_exp2_150_20_1.000000_1.phy,-1,1642,992,TO,4,35186,541367
phylogeny_ms_exp2_150_20_1.000000_2.phy,19,1330,522,1.66,4,127,421
phylogeny_ms_exp2_150_20_1.000000_3.phy,-1,1751,1134,TO,3,100443,0
phylogeny_ms_exp2_150_20_1.000000_4.phy,3,1368,502,1.6500000000000001,4,158,602
phylogeny_ms_exp2_150_20_2.000000_0.phy,15,1598,721,13.09,4,725,5175
phylogeny_ms_exp2_150_20_2.000000_1.phy,-1,1749,838,TO,4,36472,596323
phylogeny_ms_exp2_150_20_2.000000_2.phy,31,1698,621,32.81,4,2159,21203
phylogeny_ms_exp2_150_20_2.000000_3.phy,29,1287,718,61.8,4,3605,42191
phylogeny_ms_exp2_150_20_2.000000_4.phy,55,1467,805,627.16,4,10169,139615
phylogeny_ms_exp2_150_20_4.000000_0.phy,42,1471,678,193.37,4,6506,72328
phylogeny_ms_exp2_150_20_4.000000_1.phy,55,1234,623,23.33,4,1298,10587
phylogeny_ms_exp2_150_20_4.000000_2.phy,-1,1369,915,TO,4,63998,1164966
phylogeny_ms_exp2_150_20_4.000000_3.phy,-1,1434,766,TO,4,41741,660553
phylogeny_ms_exp2_150_20_4.000000_4.phy,-1,1693,965,TO,3,71724,13
phylogeny_ms_exp2_150_40_0.000000_0.phy,0,2867,411,2.3,4,410,1741
phylogeny_ms_exp2_150_40_0.000000_1.phy,0,2646,813,10.27,4,600,2665
phylogeny_ms_exp2_150_40_0.000000_2.phy,0,2478,631,2.38,4,136,334
phylogeny_ms_exp2_150_40_0.000000_3.phy,0,2421,979,193.58,4,5837,44394
phylogeny_ms_exp2_150_40_0.000000_4.phy,-1,3076,2263,TO,2,1768563,0
phylogeny_ms_exp2_150_4_0.000000_0.phy,0,466,0,0.36,1,0,0
phylogeny_ms_exp2_150_4_0.000000_1.phy,0,437,0,0.39,1,0,0
phylogeny_ms_exp2_150_4_0.000000_2.phy,0,434,0,0.38,1,0,0
phylogeny_ms_exp2_150_4_0.000000_3.phy,0,510,288,0.61,4,9,17
phylogeny_ms_exp2_150_4_0.000000_4.phy,0,513,237,0.57,4,8,14
phylogeny_ms_exp2_150_40_1.000000_0.phy,0,2215,381,1.13,4,98,211
phylogeny_ms_exp2_150_40_1.000000_1.phy,18,2358,966,89.27,4,2113,17477
phylogeny_ms_exp2_150_40_1.000000_2.phy,17,2531,1060,200.0,4,3806,41582
phylogeny_ms_exp2_150_40_1.000000_3.phy,0,2367,856,45.75,4,1854,15603
phylogeny_ms_exp2_150_40_1.000000_4.phy,0,1928,455,1.41,4,148,499
phylogeny_ms_exp2_150_40_2.000000_0.phy,37,2007,948,335.71000000000004,4,6071,60257
phylogeny_ms_exp2_150_40_2.000000_1.phy,-1,2570,1172,TO,2,1134549,0
phylogeny_ms_exp2_150_40_2.000000_2.phy,-1,2419,1469,TO,2,646130,7
phylogeny_ms_exp2_150_40_2.000000_3.phy,-1,2816,1717,TO,3,99085,9
phylogeny_ms_exp2_150_40_2.000000_4.phy,15,1795,534,1.83,4,150,391
phylogeny_ms_exp2_150_40_4.000000_0.phy,-1,2273,1661,TO,2,1394144,4
phylogeny_ms_exp2_150_40_4.000000_1.phy,-1,2167,1486,TO,2,2780333,0
phylogeny_ms_exp2_150_40_4.000000_2.phy,-1,2646,1683,TO,2,2384853,0
phylogeny_ms_exp2_150_40_4.000000_3.phy,-1,2497,1510,TO,2,913469,0
phylogeny_ms_exp2_150_40_4.000000_4.phy,-1,2820,1897,TO,2,1480076,0
phylogeny_ms_exp2_150_4_1.000000_0.phy,14,489,292,0.99,4,41,105
phylogeny_ms_exp2_150_4_1.000000_1.phy,4,512,259,0.58,4,13,28
phylogeny_ms_exp2_150_4_1.000000_2.phy,10,480,208,0.51,4,17,37
phylogeny_ms_exp2_150_4_1.000000_3.phy,10,514,256,0.59,4,30,54
phylogeny_ms_exp2_150_4_1.000000_4.phy,12,486,259,0.61,4,20,41
phylogeny_ms_exp2_150_4_2.000000_0.phy,62,483,307,1.85,4,194,768
phylogeny_ms_exp2_150_4_2.000000_1.phy,51,490,309,1.45,4,222,1013
phylogeny_ms_exp2_150_4_2.000000_2.phy,28,471,328,0.73,4,67,197
phylogeny_ms_exp2_150_4_2.000000_3.phy,32,485,286,1.52,4,43,116
phylogeny_ms_exp2_150_4_2.000000_4.phy,52,485,319,0.8,4,67,210
phylogeny_ms_exp2_150_4_4.000000_0.phy,52,473,331,1.44,4,200,817
phylogeny_ms_exp2_150_4_4.000000_1.phy,36,514,283,0.93,4,114,391
phylogeny_ms_exp2_150_4_4.000000_2.phy,60,474,308,4.28,4,481,2440
phylogeny_ms_exp2_150_4_4.000000_3.phy,59,444,322,4.07,4,415,2428
phylogeny_ms_exp2_150_4_4.000000_4.phy,64,489,322,6.25,4,639,3777
phylogeny_ms_exp2_200_10_0.000000_0.phy,0,1453,421,1.68,4,41,94
phylogeny_ms_exp2_200_10_0.000000_1.phy,0,1508,704,3.54,4,142,433
phylogeny_ms_exp2_200_10_0.000000_2.phy,0,1226,250,1.3,4,22,57
phylogeny_ms_exp2_200_10_0.000000_3.phy,0,1472,658,2.99,4,96,298
phylogeny_ms_exp2_200_10_0.000000_4.phy,0,1439,729,4.59,4,186,851
phylogeny_ms_exp2_200_10_1.000000_0.phy,3,1396,658,3.54,4,179,855
phylogeny_ms_exp2_200_10_1.000000_1.phy,2,1216,452,1.94,4,83,329
phylogeny_ms_exp2_200_10_1.000000_2.phy,19,1520,480,2.27,4,139,440
phylogeny_ms_exp2_200_10_1.000000_3.phy,68,1241,725,6.63,4,240,1092
phylogeny_ms_exp2_200_10_1.000000_4.phy,24,1245,692,4.81,4,225,1083
phylogeny_ms_exp2_200_10_2.000000_0.phy,44,1387,504,2.64,4,131,618
phylogeny_ms_exp2_200_10_2.000000_1.phy,92,1540,887,415.55,4,5019,59697
phylogeny_ms_exp2_200_10_2.000000_2.phy,65,1388,832,48.29,4,1444,12482
phylogeny_ms_exp2_200_10_2.000000_3.phy,-1,1467,899,TO,4,11458,137610
phylogeny_ms_exp2_200_10_2.000000_4.phy,100,1341,786,68.79,4,1258,11030
phylogeny_ms_exp2_200_10_4.000000_0.phy,-1,1384,786,TO,4,72506,1165217
phylogeny_ms_exp2_200_10_4.000000_1.phy,88,1385,844,2419.54,4,16089,182981
phylogeny_ms_exp2_200_10_4.000000_2.phy,50,1305,771,32.79,4,1310,10037
phylogeny_ms_exp2_200_10_4.000000_3.phy,88,1134,693,60.18,4,1919,13633
phylogeny_ms_exp2_200_10_4.000000_4.phy,69,1440,809,365.26,4,6515,75253
phylogeny_ms_exp2_200_20_0.000000_0.phy,0,2279,809,21.76,4,1103,7693
phylogeny_ms_exp2_200_20_0.000000_1.phy,0,2277,961,17.76,4,466,2416
phylogeny_ms_exp2_200_20_0.000000_2.phy,0,2216,842,45.95,4,1764,16415
phylogeny_ms_exp2_200_20_0.000000_3.phy,0,1936,277,1.56,4,22,35
phylogeny_ms_exp2_200_20_0.000000_4.phy,0,2487,1079,64.6,4,1245,8003
phylogeny_ms_exp2_200_20_1.000000_0.phy,-1,2456,1411,TO,3,35398,8
phylogeny_ms_exp2_200_20_1.000000_1.phy,11,2464,1028,274.4,4,6556,81821
phylogeny_ms_exp2_200_20_1.000000_2.phy,9,1933,363,2.04,4,96,207
phylogeny_ms_exp2_200_20_1.000000_3.phy,26,2065,1065,85.5,4,1615,12383
phylogeny_ms_exp2_200_20_1.000000_4.phy,3,2267,1180,31.3,4,478,2892
phylogeny_ms_exp2_200_20_2.000000_0.phy,-1,2243,1110,TO,4,71072,1161730
phylogeny_ms_exp2_200_20_2.000000_1.phy,9,2062,1188,47.16,4,896,7804
phylogeny_ms_exp2_200_20_2.000000_2.phy,-1,2078,1245,TO,4,25481,445275
phylogeny_ms_exp2_200_20_2.000000_3.phy,47,1849,1061,48.19,4,914,5828
phylogeny_ms_exp2_200_20_2.000000_4.phy,-1,2546,1597,TO,3,191867,4
phylogeny_ms_exp2_200_20_4.000000_0.phy,86,1854,920,246.87,4,4334,44892
phylogeny_ms_exp2_200_20_4.000000_1.phy,-1,2149,1312,TO,3,75723,0
phylogeny_ms_exp2_200_20_4.000000_2.phy,87,1711,1048,815.25,4,6425,72265
phylogeny_ms_exp2_200_20_4.000000_3.phy,-1,2273,1411,TO,3,323644,0
phylogeny_ms_exp2_200_20_4.000000_4.phy,-1,2071,1159,TO,3,317105,4
phylogeny_ms_exp2_200_40_0.000000_0.phy,0,3211,1348,542.34,4,5428,56057
phylogeny_ms_exp2_200_40_0.000000_1.phy,0,3615,704,13.57,4,937,4754
phylogeny_ms_exp2_200_40_0.000000_2.phy,0,3213,646,4.27,4,171,451
phylogeny_ms_exp2_200_40_0.000000_3.phy,0,3444,802,9.31,4,427,1600
phylogeny_ms_exp2_200_40_0.000000_4.phy,0,3395,669,5.2,4,255,683
phylogeny_ms_exp2_200_4_0.000000_0.phy,0,630,0,0.76,1,0,0
phylogeny_ms_exp2_200_4_0.000000_1.phy,0,634,0,0.79,1,0,0
phylogeny_ms_exp2_200_4_0.000000_2.phy,0,634,0,0.77,1,0,0
phylogeny_ms_exp2_200_4_0.000000_3.phy,0,631,0,0.72,1,0,0
phylogeny_ms_exp2_200_4_0.000000_4.phy,0,661,0,0.76,1,0,0
phylogeny_ms_exp2_200_40_1.000000_0.phy,8,3864,1347,773.64,4,6818,79534
phylogeny_ms_exp2_200_40_1.000000_1.phy,-1,3887,2406,TO,2,317307,8
phylogeny_ms_exp2_200_40_1.000000_2.phy,0,2845,752,6.37,4,265,1006
phylogeny_ms_exp2_200_40_1.000000_3.phy,17,3637,1429,3340.93,4,21607,226918
phylogeny_ms_exp2_200_40_1.000000_4.phy,2,3420,1727,2574.07,4,14711,208073
phylogeny_ms_exp2_200_40_2.000000_0.phy,52,2379,1367,101.51,4,740,4002
phylogeny_ms_exp2_200_40_2.000000_1.phy,-1,3837,2275,TO,2,376699,0
phylogeny_ms_exp2_200_40_2.000000_2.phy,-1,3454,2090,TO,2,357007,0
phylogeny_ms_exp2_200_40_2.000000_3.phy,-1,2940,1526,TO,3,16721,0
phylogeny_ms_exp2_200_40_2.000000_4.phy,-1,3526,2306,TO,2,142948,0
phylogeny_ms_exp2_200_40_4.000000_0.phy,-1,3463,2092,TO,2,754353,8
phylogeny_ms_exp2_200_40_4.000000_1.phy,-1,3423,1912,TO,2,1266100,10
phylogeny_ms_exp2_200_40_4.000000_2.phy,-1,2724,1644,TO,2,1964870,4
phylogeny_ms_exp2_200_40_4.000000_3.phy,-1,3458,2028,TO,2,2217555,4
phylogeny_ms_exp2_200_40_4.000000_4.phy,-1,2917,2056,TO,2,802251,4
phylogeny_ms_exp2_200_4_1.000000_0.phy,8,626,236,1.1,4,13,20
phylogeny_ms_exp2_200_4_1.000000_1.phy,31,674,363,1.39,4,57,164
phylogeny_ms_exp2_200_4_1.000000_2.phy,38,667,415,1.59,4,44,119
phylogeny_ms_exp2_200_4_1.000000_3.phy,29,675,296,1.29,4,43,130
phylogeny_ms_exp2_200_4_1.000000_4.phy,76,661,430,2.35,4,120,407
phylogeny_ms_exp2_200_4_2.000000_0.phy,44,583,423,1.62,4,75,218
phylogeny_ms_exp2_200_4_2.000000_1.phy,43,608,344,1.57,4,87,366
phylogeny_ms_exp2_200_4_2.000000_2.phy,102,662,502,13.29,4,464,2675
phylogeny_ms_exp2_200_4_2.000000_3.phy,17,663,329,1.31,4,27,63
phylogeny_ms_exp2_200_4_2.000000_4.phy,44,657,413,1.63,4,79,211
phylogeny_ms_exp2_200_4_4.000000_0.phy,77,685,433,5.85,4,400,1888
phylogeny_ms_exp2_200_4_4.000000_1.phy,86,663,457,108.91,4,3205,29048
phylogeny_ms_exp2_200_4_4.000000_2.phy,81,667,493,23.47,4,1459,10036
phylogeny_ms_exp2_200_4_4.000000_3.phy,72,675,439,3.13,4,285,1220
phylogeny_ms_exp2_200_4_4.000000_4.phy,87,666,445,8.94,4,487,2654
phylogeny_ms_exp2_250_10_0.000000_0.phy,0,1416,311,2.55,4,9,16
phylogeny_ms_exp2_250_10_0.000000_1.phy,0,1614,744,4.21,4,43,95
phylogeny_ms_exp2_250_10_0.000000_2.phy,0,1689,615,3.55,4,41,95
phylogeny_ms_exp2_250_10_0.000000_3.phy,0,1696,759,4.36,4,61,163
phylogeny_ms_exp2_250_10_0.000000_4.phy,0,1798,964,9.38,4,171,690
phylogeny_ms_exp2_250_10_1.000000_0.phy,59,1754,568,20.68,4,1196,9788
phylogeny_ms_exp2_250_10_1.000000_1.phy,65,1775,912,110.57,4,2341,24341
phylogeny_ms_exp2_250_10_1.000000_2.phy,25,1776,934,12.86,4,361,1924
phylogeny_ms_exp2_250_10_1.000000_3.phy,87,1653,944,51.7,4,1453,11351
phylogeny_ms_exp2_250_10_1.000000_4.phy,85,1653,933,34.65,4,919,5894
phylogeny_ms_exp2_250_10_2.000000_0.phy,67,1727,710,26.3,4,816,5717
phylogeny_ms_exp2_250_10_2.000000_1.phy,35,1653,1075,23.73,4,430,2502
phylogeny_ms_exp2_250_10_2.000000_2.phy,55,1667,981,14.41,4,284,1304
phylogeny_ms_exp2_250_10_2.000000_3.phy,108,1698,748,251.66,4,4262,44320
phylogeny_ms_exp2_250_10_2.000000_4.phy,63,1802,838,23.38,4,590,3996
phylogeny_ms_exp2_250_10_4.000000_0.phy,110,1829,1092,649.46,4,5655,62618
phylogeny_ms_exp2_250_10_4.000000_1.phy,-1,1860,1050,TO,4,73573,1508341
phylogeny_ms_exp2_250_10_4.000000_2.phy,126,1652,851,643.65,4,5577,52633
phylogeny_ms_exp2_250_10_4.000000_3.phy,112,1723,1023,631.73,4,5348,50765
phylogeny_ms_exp2_250_10_4.000000_4.phy,-1,1746,1041,TO,3,277595,0
phylogeny_ms_exp2_250_20_0.000000_0.phy,0,2543,1026,8.42,4,122,345
phylogeny_ms_exp2_250_20_0.000000_1.phy,0,2824,1030,39.04,4,824,5944
phylogeny_ms_exp2_250_20_0.000000_2.phy,0,3264,2028,376.31,4,975,5703
phylogeny_ms_exp2_250_20_0.000000_3.phy,0,3145,2179,522.38,4,1221,7372
phylogeny_ms_exp2_250_20_0.000000_4.phy,0,3126,1383,74.76,4,1388,8258
phylogeny_ms_exp2_250_20_1.000000_0.phy,10,2971,1385,61.54,4,574,3457
phylogeny_ms_exp2_250_20_1.000000_1.phy,64,2996,1414,938.83,4,4735,56132
phylogeny_ms_exp2_250_20_1.000000_2.phy,-1,3116,1889,TO,3,52786,4
phylogeny_ms_exp2_250_20_1.000000_3.phy,-1,2805,1692,TO,4,12093,158651
phylogeny_ms_exp2_250_20_1.000000_4.phy,58,2607,1053,82.11,4,1223,11013
phylogeny_ms_exp2_250_20_2.000000_0.phy,-1,2995,1466,TO,4,17957,281380
phylogeny_ms_exp2_250_20_2.000000_1.phy,-1,3050,1703,TO,3,108690,0
phylogeny_ms_exp2_250_20_2.000000_2.phy,-1,2887,1726,TO,4,15107,200703
phylogeny_ms_exp2_250_20_2.000000_3.phy,-1,2716,1494,TO,3,90918,0
phylogeny_ms_exp2_250_20_2.000000_4.phy,-1,2617,1494,TO,3,49777,0
phylogeny_ms_exp2_250_20_4.000000_0.phy,-1,2774,1686,TO,2,247539,0
phylogeny_ms_exp2_250_20_4.000000_1.phy,-1,2589,1626,TO,2,312909,8
phylogeny_ms_exp2_250_20_4.000000_2.phy,-1,2846,1883,TO,2,953278,0
phylogeny_ms_exp2_250_20_4.000000_3.phy,-1,2551,1498,TO,3,46714,16
phylogeny_ms_exp2_250_20_4.000000_4.phy,-1,2602,1591,TO,2,1158240,0
phylogeny_ms_exp2_250_40_0.000000_0.phy,0,4511,940,11.64,4,300,808
phylogeny_ms_exp2_250_40_0.000000_1.phy,0,4270,1350,96.25,4,875,5788
phylogeny_ms_exp2_250_40_0.000000_2.phy,0,4693,1132,39.41,4,649,3137
phylogeny_ms_exp2_250_40_0.000000_3.phy,0,4261,780,7.97,4,192,447
phylogeny_ms_exp2_250_40_0.000000_4.phy,-1,5436,3772,TO,2,371318,8
phylogeny_ms_exp2_250_4_0.000000_0.phy,0,850,385,2.41,4,10,19
phylogeny_ms_exp2_250_4_0.000000_1.phy,0,840,259,2.08,4,4,7
phylogeny_ms_exp2_250_4_0.000000_2.phy,0,672,0,1.49,1,0,0
phylogeny_ms_exp2_250_4_0.000000_3.phy,0,831,488,2.64,4,15,29
phylogeny_ms_exp2_250_4_0.000000_4.phy,0,796,416,2.35,4,15,25
phylogeny_ms_exp2_250_40_1.000000_0.phy,0,4193,1843,1145.89,4,5181,46024
phylogeny_ms_exp2_250_40_1.000000_1.phy,14,4490,1548,364.83,4,2157,16111
phylogeny_ms_exp2_250_40_1.000000_2.phy,-1,4298,2229,TO,2,156026,8
phylogeny_ms_exp2_250_40_1.000000_3.phy,-1,5273,3543,TO,2,348027,10
phylogeny_ms_exp2_250_40_1.000000_4.phy,-1,4276,2565,TO,2,716109,4
phylogeny_ms_exp2_250_40_2.000000_0.phy,-1,4807,2730,TO,2,1176725,12
phylogeny_ms_exp2_250_40_2.000000_1.phy,-1,4683,2084,TO,3,28514,79
phylogeny_ms_exp2_250_40_2.000000_2.phy,-1,4130,2580,TO,2,468796,4
phylogeny_ms_exp2_250_40_2.000000_3.phy,-1,4447,2265,TO,3,48510,6
phylogeny_ms_exp2_250_40_2.000000_4.phy,-1,4204,2448,TO,3,16954,4
phylogeny_ms_exp2_250_40_4.000000_0.phy,-1,4647,3230,TO,2,298416,13
phylogeny_ms_exp2_250_40_4.000000_1.phy,-1,4813,3757,TO,2,1059848,10
phylogeny_ms_exp2_250_40_4.000000_2.phy,-1,5122,3254,TO,2,689527,21
phylogeny_ms_exp2_250_40_4.000000_3.phy,-1,5105,3500,TO,2,1282660,15
phylogeny_ms_exp2_250_40_4.000000_4.phy,-1,4480,2702,TO,2,776092,0
phylogeny_ms_exp2_250_4_1.000000_0.phy,10,742,285,2.06,4,15,28
phylogeny_ms_exp2_250_4_1.000000_1.phy,26,832,526,2.88,4,65,183
phylogeny_ms_exp2_250_4_1.000000_2.phy,57,844,421,2.78,4,78,250
phylogeny_ms_exp2_250_4_1.000000_3.phy,7,822,297,2.17,4,21,40
phylogeny_ms_exp2_250_4_1.000000_4.phy,25,817,490,2.76,4,44,110
phylogeny_ms_exp2_250_4_2.000000_0.phy,53,851,539,3.23,4,67,222
phylogeny_ms_exp2_250_4_2.000000_1.phy,77,797,538,3.26,4,115,363
phylogeny_ms_exp2_250_4_2.000000_2.phy,53,828,506,2.82,4,65,225
phylogeny_ms_exp2_250_4_2.000000_3.phy,38,811,472,2.69,4,67,135
phylogeny_ms_exp2_250_4_2.000000_4.phy,54,800,528,3.06,4,81,252
phylogeny_ms_exp2_250_4_4.000000_0.phy,112,834,564,19.19,4,649,4102
phylogeny_ms_exp2_250_4_4.000000_1.phy,98,836,598,57.39,4,1603,13562
phylogeny_ms_exp2_250_4_4.000000_2.phy,136,818,633,76.17,4,987,8648
phylogeny_ms_exp2_250_4_4.000000_3.phy,115,827,576,162.53,4,2520,18185
phylogeny_ms_exp2_250_4_4.000000_4.phy,127,828,618,27.2,4,616,3595
phylogeny_ms_exp2_300_10_0.000000_0.phy,0,2202,973,10.12,4,130,465
phylogeny_ms_exp2_300_10_0.000000_1.phy,0,2147,530,5.3,4,44,105
phylogeny_ms_exp2_300_10_0.000000_2.phy,0,2004,301,4.33,4,2,4
phylogeny_ms_exp2_300_10_0.000000_3.phy,0,2095,929,8.38,4,76,221
phylogeny_ms_exp2_300_10_0.000000_4.phy,0,2340,736,7.61,4,196,816
phylogeny_ms_exp2_300_10_1.000000_0.phy,117,2227,1172,164.63,4,1791,14444
phylogeny_ms_exp2_300_10_1.000000_1.phy,86,1960,1243,87.4,4,1048,7666
phylogeny_ms_exp2_300_10_1.000000_2.phy,141,2279,1146,1034.09,4,7711,89277
phylogeny_ms_exp2_300_10_1.000000_3.phy,70,2177,1169,48.03,4,596,3590
phylogeny_ms_exp2_300_10_1.000000_4.phy,88,2123,1202,45.76,4,547,3315
phylogeny_ms_exp2_300_10_2.000000_0.phy,116,2325,1427,3158.47,4,13721,166476
phylogeny_ms_exp2_300_10_2.000000_1.phy,71,2114,1024,25.73,4,505,2872
phylogeny_ms_exp2_300_10_2.000000_2.phy,165,2200,1204,1266.66,4,7249,73750
phylogeny_ms_exp2_300_10_2.000000_3.phy,109,2092,1280,326.63,4,2199,21024
phylogeny_ms_exp2_300_10_2.000000_4.phy,109,2094,1442,802.55,4,4307,45212
phylogeny_ms_exp2_300_10_4.000000_0.phy,-1,2119,1193,TO,3,82666,4
phylogeny_ms_exp2_300_10_4.000000_1.phy,-1,2017,1304,TO,3,77073,4
phylogeny_ms_exp2_300_10_4.000000_2.phy,-1,1900,1267,TO,3,111488,0
phylogeny_ms_exp2_300_10_4.000000_3.phy,-1,2091,1256,TO,3,55966,4
phylogeny_ms_exp2_300_10_4.000000_4.phy,124,1776,990,597.16,4,4843,57970
phylogeny_ms_exp2_300_20_0.000000_0.phy,0,3139,1501,28.54,4,162,504
phylogeny_ms_exp2_300_20_0.000000_1.phy,0,3326,977,9.43,4,69,156
phylogeny_ms_exp2_300_20_0.000000_2.phy,0,3548,1077,11.11,4,122,317
phylogeny_ms_exp2_300_20_0.000000_3.phy,0,3976,1604,329.27,4,1834,12702
phylogeny_ms_exp2_300_20_0.000000_4.phy,0,3302,791,8.37,4,92,206
phylogeny_ms_exp2_300_20_1.000000_0.phy,32,3913,1416,59.91,4,579,2728
phylogeny_ms_exp2_300_20_1.000000_1.phy,68,3433,1693,946.07,4,5064,58780
phylogeny_ms_exp2_300_20_1.000000_2.phy,39,3556,2044,720.79,4,1947,14280
phylogeny_ms_exp2_300_20_1.000000_3.phy,-1,3587,1717,TO,3,59869,4
phylogeny_ms_exp2_300_20_1.000000_4.phy,45,3352,1659,2307.19,4,8008,87891
phylogeny_ms_exp2_300_20_2.000000_0.phy,-1,3794,2161,TO,2,394213,8
phylogeny_ms_exp2_300_20_2.000000_1.phy,33,3762,1841,982.19,4,3832,36028
phylogeny_ms_exp2_300_20_2.000000_2.phy,-1,4035,2246,TO,2,368124,0
phylogeny_ms_exp2_300_20_2.000000_3.phy,-1,3891,2377,TO,3,47904,8
phylogeny_ms_exp2_300_20_2.000000_4.phy,-1,3086,1913,TO,2,211402,0
phylogeny_ms_exp2_300_20_4.000000_0.phy,-1,3590,2576,TO,2,1878416,0
phylogeny_ms_exp2_300_20_4.000000_1.phy,-1,3383,1800,TO,2,419052,12
phylogeny_ms_exp2_300_20_4.000000_2.phy,-1,3987,2439,TO,2,708802,4
phylogeny_ms_exp2_300_20_4.000000_3.phy,-1,3658,2196,TO,2,922165,5
phylogeny_ms_exp2_300_20_4.000000_4.phy,-1,3132,1847,TO,2,295700,8
phylogeny_ms_exp2_300_40_0.000000_0.phy,-1,6833,3267,TO,2,133274,3885
phylogeny_ms_exp2_300_40_0.000000_1.phy,-1,6926,4337,TO,2,171039,4
phylogeny_ms_exp2_300_40_0.000000_2.phy,0,5543,1319,56.54,4,716,3850
phylogeny_ms_exp2_300_40_0.000000_3.phy,-1,5588,2472,TO,2,128623,178
phylogeny_ms_exp2_300_40_0.000000_4.phy,0,5989,1861,185.39,4,1165,6691
phylogeny_ms_exp2_300_4_0.000000_0.phy,0,977,567,4.17,4,8,13
phylogeny_ms_exp2_300_4_0.000000_1.phy,0,966,0,2.5,1,0,0
phylogeny_ms_exp2_300_4_0.000000_2.phy,0,1058,448,4.1,4,13,24
phylogeny_ms_exp2_300_4_0.000000_3.phy,0,1051,0,2.59,1,0,0
phylogeny_ms_exp2_300_4_0.000000_4.phy,0,956,526,4.21,4,16,29
phylogeny_ms_exp2_300_40_1.000000_0.phy,-1,5332,3182,TO,2,225902,8
phylogeny_ms_exp2_300_40_1.000000_1.phy,-1,6485,3985,TO,2,136926,15
phylogeny_ms_exp2_300_40_1.000000_2.phy,56,5264,1089,42.29,4,787,4430
phylogeny_ms_exp2_300_40_1.000000_3.phy,-1,5828,3770,TO,2,210409,25
phylogeny_ms_exp2_300_40_1.000000_4.phy,-1,5171,2616,TO,2,122096,42
phylogeny_ms_exp2_300_40_2.000000_0.phy,-1,5618,3218,TO,2,197930,5
phylogeny_ms_exp2_300_40_2.000000_1.phy,-1,4946,3308,TO,2,417431,4
phylogeny_ms_exp2_300_40_2.000000_2.phy,-1,5811,3534,TO,2,1161721,15
phylogeny_ms_exp2_300_40_2.000000_3.phy,-1,6361,3952,TO,2,96384,15
phylogeny_ms_exp2_300_40_2.000000_4.phy,-1,5427,2536,TO,2,300839,84
phylogeny_ms_exp2_300_40_4.000000_0.phy,-1,4521,1843,TO,3,25189,0
phylogeny_ms_exp2_300_40_4.000000_1.phy,-1,5782,3760,TO,2,1148625,0
